UID,Name,Score,usecMemTest,usecOpcodes,usecVidMem,usecMemEA,usec3DGames,CPU,MHz,BIOS Info,BIOS Date,BIOS CRC16,Video Subsystem,Video Adapter,Description,Submitter
UIDE878F7F6D,"486dx-33 Clone",130,143,44,143,31,43,Intel i486DX-33,33,"Copyright (C) 1984-95, Award Software, Inc. (02/28/95, rev. 0)",19950228,E878,VGA,"VGA, Tseng ET 4000W32i, DRAM, VESA, 1MB Video Memory","16MB EDO, UM8498F, 256KB L2, Same config as my U5S.","High Treason (HighTreason610)"
UIDBB9B492C,"IBM Aptiva 350 Model 2168-26P w/Intel Overdrive",131,81,67,262,101,48,Intel i486DX4,100,"96G0926 COPR. IBM 1981, 1994 (08/15/94, rev. 0)",19940815,BB9B,VGA,"VGA, ATI VGAWonderBios : 0.0, VESA, 256kb Video Memory (BIOS)"," ","DeathAdderSF"
UIDBB9B146FE8,"IBM Aptiva 350 Model 2168-26P w/Evergreen 586 CPU",135,72,70,266,102,51,AMD X5 (Am5x86),120,"96G0926 COPR. IBM 1981, 1994 (08/15/94, rev. 0)",19940815,BB9B,VGA,"VGA, ATI VGAWonderBios : 0.0, VESA, 256kb Video Memory (BIOS)"," ","DeathAdderSF"
UID84B77A6,"Toshiba T2400CT @ 50",135,109,61,196,88,43,Intel i486DX2,50,"(c) COPYRIGHT 1990,95 Toshiba Corporation.ALL RIGHTS RESERVED.  Insert system disk in drive. (07/28‘95, rev. 0)",19950728,84B7,VGA,"VGA, Paradise PVGA1A, 16-Bit-Video, 8-Bit-ROMfixed-sync, VESA, 7"," ","Omar Matias Bomrad"
UID23EE164B2D,"P90 Plato",136,52,15,303,8,12,Intel Pentium,90,"(C)1985-1993,American Megatrends Inc.,All Rights Reserved,6145F Northbelt Parkway,GA-30071,USA.(404)-263-8181. (11/30/94, rev. 0)",19941130,23EE,VGA,"Number 9 Imagine128 II VGA, Cirrus CL-GD5424, VESA, 256kb Video Memory (BIOS)","Socket 5 P90 Intel Plato Motherboard","fatwizard (VCF)  fatwizard@whappitysnap.com"
UID51D715D544,"IBM Aptiva 330",138,131,92,155,134,66,Intel i486SX2,50,"96G0924 COPR. IBM 1981, 1994 (07/20/94, rev. 0)",19940720,51D7,VGA,"VGA, Cirrus CL-GD5426, VESA, 256kb Video Memory (BIOS)","Model 2144-24P","wildweasel"
UIDBA1A34F0F,"IBM EduQuest Fifty-Five",141,119,64,151,99,47,Intel i486SX2,50,"Copyright (C) 1989-1994 Phoenix Technologies Ltd. (05/25/94, rev. 0)",19940525,BA1A,VGA,"Cirrus CL-GD54, VESA"," ","trixter@oldskool.org"
UID35EE6CE19,"Toshiba Satellite 105CS",169,62,22,216,11,16,Intel Pentium,75,"(c) COPYRIGHT 1990,95 Toshiba Corporation.ALL RIGHTS RESERVED.   (12/18/95, rev. 0)",19951218,35EE,VGA,"VGA, VESA, 256kb Video Memory (BIOS)","laptop","vwestlife (VCF)"
UID89D11154DF,"486-66 clone",170,82,45,179,54,33,Intel i486DX2,66,"(C)1985-1994,American Megatrends Inc.,All Rights Reserved,6145F Northbelt Parkway,GA-30071,USA.(404)-263-8181. (07/25/94, rev. 0)",19940725,89D1,VGA,"Diamond Sleath 3D 2000 (S3 ViRGE)","Specs are 486 DX2 @ 66 MHz, 16 MB ram, I believe a Diamond Sleath 3D 2000 (S3 ViRGE), and a Tekram DC-390 SCSI controller.","Compgeke (VCF)"
UID600B9C865,"Compaq 486DX2/66",172,89,57,138,73,38,80486,66,"(C)Copyright COMPAQ Computer Corporation 1982,95 (01/26/95, rev. 0)",19950126,600B,VGA," "," ","Caluser2000 from VCF"
UIDE878F4015,"UMC U5S-Super33 Clone",175,99,28,138,27,28,UMC U5S-Super33 (486SX),33,"Copyright (C) 1984-95, Award Software, Inc. (02/28/95, rev. 0)",19950228,E878,VGA,"VGA, Tseng ET 4000W32i, DRAM, VESA, 1MB Video Memory","16MB EDO, 256KB L2, UM8498F. Budget system. interesting CPU/Performance - Compare to my i486DX.","High Treason (HighTreason610)"
UID9B48F1B23,"IBM EduQuest 55",177,89,49,144,68,34,Intel i486DX2,66,"Copyright (C) 1989-1994 Phoenix Technologies Ltd. (05/25/94, rev. 0)",19940525,9B48,VGA,"VGA, unknown Cirrus CL-GD54, VESA, 256kb Video Memory (BIOS)"," ","Dos lives on!! from VCF"
UID904FE1032,"Compaq Presario CDS520",177,90,48,134,72,36,Am486SX2-66,66,"(C)Copyright COMPAQ Computer Corporation 1982,94* (10/11/94, rev. 0)",19941011,904F,VGA,"Cirrus Logic CL-GD5424 512kB","Am486SX2-66/52MB/CL-GD5424/ELNK3/ESS688/GUS ACE","Michael Huth"
UID89D11203E2,"486-66 clone",185,82,45,139,53,33,Intel i486DX2,66,"(C)1985-1994,American Megatrends Inc.,All Rights Reserved,6145F Northbelt Parkway,GA-30071,USA.(404)-263-8181. (07/25/94, rev. 0)",19940725,89D1,VGA,"STB Systems (S3 Virge GX)."," ","Compgeke (VCF)"
UID9D5AC8890,"AMD 486DX4 Custom",186,55,22,180,37,17,AM486DX4,120,"(C)1985-1994,American Megatrends Inc.,All Rights Reserved,6145F Northbelt Parkway,GA-30071,USA.(404)-263-8181. (10/10/94, rev. 0)",19941010,9D5A,VGA,"S3 ViRGE","Homebrew 486 machine with Acer AP43 PCI motherboard","smeezekitty"
UIDACB316242A,"IBM Thinkpad 755CD",187,70,44,171,66,30,Intel i486DX4,100,"COPR. IBM 1981, 1996 (11/07/96, rev. 0)",19961107,ACB3,VGA,"VGA, Paradise PVGA1A, 16-Bit-Video, 8-Bit-ROMfixed-sync, VESA, 7"," ","Tiberian Fiend"
UID89D111BE40,"486-66 clone",187,83,46,143,52,33,Intel i486DX2,66,"(C)1985-1994,American Megatrends Inc.,All Rights Reserved,6145F Northbelt Parkway,GA-30071,USA.(404)-263-8181. (07/25/94, rev. 0)",19940725,89D1,VGA,"Hercules Stingray PCI"," ","Compgeke (VCF)"
UID4F24322,"Acer Across",189,80,41,138,41,30,486DX2,66," ",19910701,EB42,VGA," "," "," "
UID6C7BE31DD,"486-66 clone (AST)",190,89,51,116,77,37,Intel i486DX2,66,"Copyright (c) AST Research (03/18/94, rev. 32)",19940318,6C7B,VGA,"VGA, Cirrus CL-GD5424, VESA, 256kb Video Memory (BIOS)"," ","commodorejohn (VCF)"
UID48F2744E,"Dell Inspiron 8000",192,3,0,267,2,1,Intel Pentium III E,700,"Copyright (C) 1985-1988 Phoenix Technologies Ltd. (01/21/04, rev. 0)",20040121,48F2,VGA,"VGA, nVidia Geforce 2Go, VESA, 1024kb Video Memory, 32768kb Video Memory"," ","kazcomputer@outlook.com"
UID63B2F8923,"Cyrix 486dx2 clone",200,84,38,117,47,25,Cyrix Cx486DX2,80,"(C)1985-1992,American Megatrends Inc.,All Rights Reserved,6145F Northbelt Parkway,GA-30071,USA.(404)-263-8181. (11/11/92, rev. 0)",19921111,63B2,VGA,"Stealth64 VGA, S3 Vision864, VESA, 256kb Video Memory (BIOS)","Hot rod 486 clone file server in size huge case","fatwizard (VCF)  fatwizard@whappitysnap.com"
UIDA1582F57,"Canon Notejet III",203,72,37,195,30,25,Intel Pentium,185,"Copyright (C) 1985-1994 Phoenix Technologies Ltd. (04/19/90, rev. 0)",19900419,A158,VGA,"VGA, VESA, 256kb Video Memory (BIOS)"," ","Tiberian Fiend"
UID117D11EE4C,"AMD Am5x86 Clone",207,52,26,186,26,27,AMD X5+ (Am5x86+),133,"(C)1985-1994,American Megatrends Inc.,All Rights Reserved,6145F Northbelt Parkway,GA-30071,USA.(404)-263-8181. (10/10/94, rev. 0)",19941010,117D,VGA,"VGA, S3 Virge PCI 4MB","Am5x86 P75 133MHz, 32MB EDO, UM8881F based AM-8887","High Treason (HighTreason610)"
UID117D11C856,"Cyrix 5x86 Clone",207,46,27,146,28,26,Cyrix 5x86-S (clock x3 mode),100,"(C)1985-1994,American Megatrends Inc.,All Rights Reserved,6145F Northbelt Parkway,GA-30071,USA.(404)-263-8181. (10/10/94, rev. 0)",19941010,117D,VGA,"VGA, S3 Virge PCI, 4MB","ST5x86 @ 100MHz, 32MB EDO RAM, UM8881F based AM-8887","High Treason (HighTreason610)"
UID260531125,"486-80 clone",210,75,30,124,37,25,Intel i486DX2,80,"(C)1985-1993,American Megatrends Inc.,All Rights Reserved,6145F Northbelt Parkway,GA-30071,USA.(404)-263-8181. (12/15/93, rev. 0)",19931215,2605,VGA,"VGA, Cirrus CL-GD5428, VESA, 256kb Video Memory (BIOS)","486DX2-80, 256Kb cache, 64Mb FPM, VESA local bus mobo","RacoonRider avermakov[at]list.ru"
UID670913DCAF,"AT clone",210,10,5,228,4,3,Intel Pentium Pro OverDrive,333,"war,Copyright (C) 1984-98, Award Software, Inc. (05/08/98, rev. 0)",19980508,6709,VGA,"VGAOAK OTI-087, VESA, 256kb Video Memory, 2048kb Video Memory (V"," ","BrianS"
UID8AFDA15F3,"Dell Inspiron 8100",210,5,1,231,3,4,Intel Pentium III-M,1200,"Copyright (C) 1985-1988 Phoenix Technologies Ltd. (11/26/01, rev. 0)",20011126,8AFD,VGA,"VGA, nVidia GeForce2 Go/MX Ultra"," ","Ben Dewart (bendewart123@gmail.com)"
UID969DECA,"Akhter P150 (Am486DX4 Version)",214,58,22,143,26,19,Am486DX4-100 NV8T,100,"(C)1985-1994,American Megatrends Inc.,All Rights Reserved,6145F Northbelt Parkway,GA-30071,USA.(404)-263-8181. (10/10/94, rev. 0)",19941010,969D,VGA,"S3 Trio 64 with 2MB EDO","Am486DX4 with 256KB L2 W/B, S3 Trio 64. MS-4144 Mobo. 8MB EDO. Used by British Armed Forces. A Pentium 75 variant exists among others.","High Treason (HighTreason610)"
UID61F51A854,"Unisys CWD",215,76,56,125,81,42,AMD Enhanced Am486DX4,100,"Copyright (C) 1984-94, Award Software, Inc. (08/29/95, rev. 0)",19950829,61F5,VGA,"VGA, Cirrus CL-GD5424, VESA, 256kb Video Memory (BIOS)"," ","Tiberian Fiend"
UIDEC0E1481D,"Compaq Prolinea 4/33 (486DX2)",218,90,50,84,74,36,Intel i486DX2,66,"(C)Copyright COMPAQ Computer Corporation 1982,93 (07/03/93, rev. 0)",19930703,EC0E,VGA,"VGA, ATI Bios : 0.0, VESA, 256kb Video Memory (BIOS)"," ","compgeke (VCF)"
UIDE5D014A135,"Pentium 75 Clone",223,54,18,158,10,15,Intel Pentium,75,"Copyright (C) 1984-95, Award Software, Inc. (05/14/96, rev. 0)",19960514,E5D0,VGA,"VGA, S3 Trio 32 PCI, VESA, 1024kb Video Memory, 1024kb Vid","Non-MMX, ECS TR5510-AIO (Ver 1.1A), 256KB PBurst L2, 64MB EDO, I use this for comparison with Am5x86.","High Treason (HighTreason610)"
UID792B5127,"Phoenix 386 V1.10 10a",226,60,47,119,81,41,Intel i486DX4,100,"Copyright (C) 1985-1990 Phoenix Technologies Ltd. (01/15/88, rev. 0)",19880115,792B,VGA,"VGA, S3 86c868/86c968 PCI, VESA, 256kb Video Memory (BIOS)","Gateway 2000 4DX-33V with Intel Overdrive DX4ODP100","DeathAdderSF"
UIDC2D4C3C,"Micron Trek 2 AGP",234,15,8,229,8,9,Intel Pentium II,266," ",19981223,C2D4,VGA,"VGA, Trident GUI9420, VESA, 768kb Video Memory, 4096kb Video Mem"," ","Tiberian Fiend"
UID46F5CF06E,"TEX's Socket 7 DOS machine [100MHz]",235,15,16,173,6,9,AMD K6-III+ (0.18u),100,"war,Copyright (C) 1984-98, Award Software, Inc. (05/14/98, rev. 0)",19980514,46F5,VGA,"VGA, S3 86c868/86c968 PCI, VESA, 256kb Video Memory (BIOS)","www.vogons.org/viewtopic.php?f=25&t=41586","carlostex [vogons.org]"
UIDE878FBCBF,"AMD Am5x86 Clone",236,48,20,139,25,15,AMD 5x86 P75 (Am5x86),120,"Copyright (C) 1984-95, Award Software, Inc. (02/28/95, rev. 0)",19950228,E878,VGA,"VGA, Tseng ET 4000W32i, DRAM, VESA, 1MB Video Memory","UM8498F, 256KB L2, 16 MB EDO. CPU Rated for 133, CPU Unsupported by MOBO though 150MHz is attainable.","High Treason (HighTreason610)"
UID792B807E,"Phoenix 386 V1.10 10a",240,50,46,121,82,42,AMD X5 (Am5x86),120,"Copyright (C) 1985-1990 Phoenix Technologies Ltd. (01/15/88, rev. 0)",19880115,792B,VGA,"VGA, S3 86c868/86c968 PCI, VESA, 256kb Video Memory (BIOS)","Gateway 2000 4DX-33V w/Kingston Turbochip TC5X86/133","DeathAdderSF"
UID8DDD1644E2,"Apple MacBook Pro (Retina, 15-inch, Mid 2012)",242,1,1,208,0,1,Intel Core i7-3615QM,2295,"unknown",20050729,8DDD,VGA,"VGA, NVIDIA GeForce GT 650M, VESA, 2048mb Video Memory (BIOS)"," ","Eric Rucker <bhtooefr@bhtooefr.org>"
UIDA21EA6A6,"Ascella System",243,0,0,203,0,0,Intel i7-4790k,4000,"(C)1985-2009,American Megatrends, Inc.All Rights Reserved. (04/13/12, rev. 0)",20120413,A21E,VGA,"VGA, VESA, 256kb Video Memory (BIOS)","Homemade i7-4790k desktop. nVidia GTX 970 GPU.","Mr. Argent (mrargent.tumblr.com)"
UIDB55E17E1D6,"ASUS A8V",244,0,1,201,0,0,AMD Athlon 64,2000,"(C)1985-2003,American Megatrends, Inc.All Rights Reserved,6145F Northbelt Parkway,GA-30071,USA.(770)-246-8600. (10/13/05, rev. 0)",20051013,B55E,VGA,"nVidia Geforce 7800GS OC 256MB AGP 8x"," ","kazcomputer@outlook.com"
UIDB22468E0F,"AMD K5-PR166 Clone",245,23,9,153,5,8,AMD 5k86 (K5),116,"Copyright (C) 1984-97, Award Software, Inc. (09/11/97, rev. 0)",19970911,B224,VGA,"VGA, S3 Virge PCI, VESA, 2MB Video Memory (BIOS)","256KB L2, PT-7502 M/B, 32MB EDO, S3 Virge 2MB PCI","High Treason (HighTreason610)"
UID777661FED,"Custom Pentium Pro",250,16,8,175,2,6,Intel Pentium Pro,200,"(C)1985-1993,American Megatrends Inc.,All Rights Reserved,6145F Northbelt Parkway,GA-30071,USA.(404)-263-8181. (08/28/98, rev 0)",19980828,7776,VGA,"Diamond Stealth 3D 2000 (S3 ViRGE) 2 MB","VS440FX Motherboard, EDO ram.","Compgeke"
UID9F0310E57A,"Dell Latitude D620",254,1,0,196,0,0,Intel Core 2 Duo T2400,1831,"Copyright (C) 1985-1988 Phoenix Technologies Ltd. (05/16/08, rev. A10)",20080516,9F03,VGA,"NVIDIA Quadro NVS 110M 256MB","Dual-core business notebook with faulty NVIDIA GPU","TheEdvinazard (theedvinazard@hotmail.com)"
UID1C86C52E7,"Dell Latitude C640",259,2,5,186,0,0,Intel Pentium 4 Mobile,1994,"Copyright (C) 1985-1988 Phoenix Technologies Ltd. (01/12/04, rev. 0)",20040112,1C86,VGA,"VGA, ATI Mobility Radeon 7500 32MB"," ","kazcomputer@outlook.com"
UID99F1128C8D,"Asus 486 clone",267,97,38,99,41,24,Intel i486DX4,100,"Copyright (C) 1984-94, Award Software, Inc. (01/11/95, rev. 0)",19950111,99F1,VGA,"VGA, S3 unknown, VESA, 256kb Video Memory (BIOS)","Mobo: Asus VL/I-486SV2GX4; CPU: Intel 486DX4 100 MHz (WB cache); RAM: 32MiB 60 ns; Graphics: #9 GXE64 (S3 Vision864, 2 MiB, VLB)","aitotat (VCF)"
UID22961171F2,"IBM ThinkPad 365XD",281,41,18,142,13,13,Intel Pentium,120,"COPR. IBM 1981, 1998 (06/04/98, rev. 0)",19980604,2296,VGA,"VGA, Trident LCD9320, VESA, 1024kb Video Memory (BIOS)","No L2 cache","Eric Rucker <bhtooefr@bhtooefr.org>"
UID252A16E447,"PC-Chips M919",292,50,35,78,55,25,AMD Enhanced Am486DX4,150,"(C)1985-1994,American Megatrends Inc.,All Rights Reserved,6145F Northbelt Parkway,GA-30071,USA.(404)-263-8181. (10/10/94, rev. 0)",19941010,252A,VGA,"VGA, S3 86c801/5 D, VESA, 1024kb Video Memory","No L2 Cache","TheLazy1 (VOGONS)"
UID9D2D15A79E,"AST Adventure! 400",298,32,17,128,12,10,AMD 5k86 (K5),100,"Award Software IBM COMPATIBLE 486 BIOS (04/08/97, rev. 0)",19970408,9D2D,VGA,"S3 86c868/86c968 PCI, VESA, 1024kb Video Memory (VESA)"," "," "
UID42D91F74,"IBM ThinkPad 365XD",303,38,17,92,16,14,Intel Pentium,133,"COPR. IBM 1981, 1998 (06/04/98, rev. 0)",19980604,42D9,VGA,"VGA, Trident LCD9320, VESA, 256kb Video Memory (BIOS)","No L2 cache","Eric Rucker <bhtooefr@bhtooefr.org>"
UID8D0B952C6,"IBM ThinkPad T40",305,1,0,159,0,3,Intel Pentium M,1500,"unknown",20050727,8D0B,VGA,"VGA, ATI Mobility Radeon 7500"," ","Ben Dewart (bendewart123@gmail.com)"
UID9AF01177DD,"Packard Bell Pulsar 16 (Modified)",309,22,6,104,5,6,Intel Pentium with MMX,233,"(C)1985-1993,American Megatrends Inc.,All Rights Reserved,6145F Northbelt Parkway,GA-30071,USA.(404)-263-8181. (05/19/97, rev. 0)",19970519,9AF0,VGA,"VGA, S3 Trio 32V PCI, VESA, 2MB Video Memory (BIOS)","Triton II, PB Pulsar 16 (Heavily Modded), GUS, 64MB EDO, Burst Cache 512K","High Treason (HighTreason610)"
UID1018136010,"Dell Optiplex GX150",310,7,2,152,0,1,Intel Celeron,700,"Copyright (C) 1985-1988 Phoenix Technologies Ltd. (06/26/01, rev. 0)",20010626,1018,VGA,"Intel i815 Solano VGA","Nice little desktop computer. Great for Windows 98.","Kockulasz"
UIDD25212A7BA,"Dell Dimension 4300S",311,2,3,152,5,5,Intel Pentium 4,1600,"Copyright (C) 1985-1988 Phoenix Technologies Ltd. (12/07/01, rev. 0)",20011207,D252,VGA,"nVidia Geforce FX 5200 128MB AGP 4x"," ","kazcomputer@outlook.com"
UIDA694C4EC1,"AMD Athlon clone",326,1,4,149,5,4,AMD Sempron,1100,"Software Inc. Awar.Copyright (C) 2003, Phoenix Technologies, LTD (08/11/04, rev. 0)",20040811,A694,VGA,"VGA, ATI Bios"," ","trixter@oldskool.org"
UIDB95E9A5,"IBM ThinkPad i Series 1300 (model 1171)",327,5,10,140,14,8,Intel Celeron-E,700,"Copyright (C) AcerIncorporated 1990-2001. All Rights Reserved. (07/10/01, rev. 0)",20010710,B95E,VGA,"VGA, Trident Cyberblade Ai1"," ","Ben Dewart (bendewart123@gmail.com)"
UIDDF09CA813,"OPTi MV035F 486",332,55,25,61,31,20,AMD Enhanced Am486DX4,120,"Copyright (C) 1984-95, Award Software, Inc. (02/23/95, rev. 0)",19950223,DF09,VGA,"Cardex VGA, Tseng ET4000/W32p, DRAM, Hualon HM86304, VESA, 2048kb Video Memory","OPTi MV035F 486 with 256K L2 16KB L1 wb/cache","Perry Harrington <pedward@apsoft.com>"
UIDEAA6358,"IBM Thinkpad 560X",343,24,6,143,6,4,Mobile Pentium with MMX,233,"COPR. IBM 1981, 1998 (12/17/99, rev. 0)",19991217,EAA6,VGA,"Neomagic Magicgraph 128XD 2 MB"," ","Compgeke"
UIDAFBB174121,"Time Colossus",345,12,9,124,7,5,Cyrix 6x86 (clock x2 mode),150,"Copyright (C) 1984-97, Award Software, Inc. (11/05/97, rev. 0)",19971105,AFBB,VGA,"VGA, SiS 5598, VESA, 4MB Shared Memory","75MHz Clock, 128MB SDRAM, 512KB Cache, ECS P5ST-A Mobo, SiS 5598. Thought to be most powerful x86 chip at release.","High Treason (HighTreason610)"
UIDEFD84E754,"IBM Thinkpad 600X",346,9,3,136,0,1,Intel Pentium III E,500,"COPR. IBM 1981, 1998 (11/30/99, rev. 0)",19991130,EFD8,VGA,"Neomagic MagicGraph 256ZX - 4 MB"," ","Compgeke"
UIDA6658A89D,"Unisys CWD5001-ZA",362,36,11,103,10,9,Intel Pentium,166,"war,Copyright (C) 1984-95, Award Software, Inc. (03/12/96, rev. 0)",19960312,A665,VGA,"VGA, Cirrus CL-GD, unknown Cirrus CL-GD54, VESA, 256kb Video Mem","Unisys CWD5001-ZA mini PC","DeathAdderSF"
UID6686172337,"Time Colossus (modified)",362,8,8,118,3,5,AMD K6,200,"Copyright (C) 1984-97, Award Software, Inc. (11/05/97, rev. 0)",19971105,6686,VGA,"VGA, SiS 5598, VESA, 4MB Shared Memory","ECS P5ST-A Motherboard, 256KB Cache, 128MB SDRAM (66MHz). MODIFIED. Interestingly, doesn't comply with the PC 97 Standards...","High Treason (HighTreason610)"
UIDDC6F175E18,"Kirby's Custom eMachines P 150 PCI",363,30,6,102,3,7,Intel Pentium (SY045),200,"AWARD Intel 430FX PCI-ISA BIOS Ver 2.31 patched for 128GB HDD by Wim's BIOS",19980506,DC6F,VGA,"PowerColor nVidia Riva TNT2 64M 32MB, PCI","Heavily customized eMachines P 150 PCI w/ GA-586ATE/P, 128MB EDO SIMM, SoundBlaster 16 WavEffect, 3Com EtherLink 3C905C-TXM and Seagate Barracuda ST340016A 120GB. Runs MS-DOS 6.22 + Win 3.11 WfW and Win 95 C in dualboot.","KirbyFox"
UIDE75D17ECA3,"ASUS P2B-VE",366,7,4,125,0,2,Intel Celeron A,433,"Pheonix BIOS v1.14 (C) 1999 Hewlett Packard",19990616,E75D,VGA,"ATI Rage Pro Turbo 4MB","This Motherboard is pulled from an HP Pavilion 6460","kazcomputer@outlook.com"
UID3AA2CDC43,"P55C 233 clone (266Mhz)",368,15,6,110,2,4,Intel Pentium with MMX,266,"Copyright (C) 1984-95, Award Software, Inc. (07/08/98, rev. 0)",19980708,3AA2,VGA,"Matrox Mystique 220 2Mb + 3dfx Voodoo Graphics","i430HX, 512Kb cache, 64Mb EDO, Mystique220, Voodoo","RacoonRider avermakov[at]list.ru"
UID77C3D4FA1,"K6 clone",374,10,6,119,4,4,AMD K6,233,"Copyright (C) 1984-98, Award Software, Inc. (04/30/98, rev. 0)",19980430,77C3,VGA,"VGA, unknown Chipset, VESA, 256kb Video Memory (BIOS)","home-built, K6-233/GA586HX/3dfxBanshee/EWS64XL/GUS/SCB55/2940UW/PX-40TS","Michael Huth"
UID1DDCE0C4,"FIC KC-19+ P3 clone",374,5,5,123,4,2,Intel Pentium III E,533,"Phoenix",20000222,1DDC,VGA,"VGA, ATI Bios : 0.0, VESA, 256kb Video Memory (BIOS)","an FIC KC-19+ motherboard with a P3 Slot 1 533EB/133FSB CPU. It's a little unusual in that it's one of the Intel 820 boards using RDRAM.","ChuckG (VCF)"
UID8F10B1BB0,"Dell Inspiron 8000 (ATi M4 variant)",378,6,2,117,0,2,Intel Pentium III E,700,"Copyright (C) 1985-1988 Phoenix Technologies Ltd. (03/03/03, rev. 0)",20030303,8F10,VGA,"ATI Mobility M4"," "," "
UID9A49F2299,"AMD-K6 clone",381,5,7,120,5,4,AMD K6-2,400,"Copyright (C) 1984-2000, Award Software, Inc. (11/23/00, rev. 0)",20001123,9A49,VGA,"VGA, ATI Bios : 8.0, VESA, 256kb Video Memory (BIOS)","AMD K6-2 System @ 400MHz SOYO SY-5EAS5","Peter @z80.eu"
UIDFCDC111A1B,"Supermicro Dual P3",399,3,5,120,4,4,Intel Pentium III E,750,"(C)1985-1996,American Megatrends Inc.,All Rights Reserved,6145F Northbelt Parkway,GA-30071,USA.(770)-246-8600. (01/15/99, rev. 0)",19990115,FCDC,VGA,"VGA, VESA, 256kb Video Memory (BIOS)","Supermicro server running dual 750MHz P3s","ChuckG (VCF)"
UIDEB4CB2,"eMachines etower  366 i2",400,12,4,111,3,2,Intel CeleronA,366,"(C)1985-1996,American Megatrends Inc.,All Rights Reserved,6145F Northbelt Parkway,GA-30071,USA.(770)-246-8600. (04/19/99, rev. 0)",19990419,EB4C,VGA,"VGA, ATI Rage Pro Turbo Bios : 0.0, VESA, 256kb Video Memory (BIOS)","emachines etower 366 i2  Last one left standing?","fatwizard (VCF) fatwizard@whappitysnap.com"
UID7197CB3E3,"HP E-PC S10/E-vectra",401,2,0,115,1,0,Intel Pentium III E,933,"(C)1985-1999,American Megatrends Inc.,All Rights Reserved,6145F Northbelt Parkway,GA-30071,USA.(770)-246-8600. (11/30/00, rev. 0)",20001130,7197,VGA,"Intel Extreme Graphics 4MB Shared"," ","kazcomputer@outlook.com"
UIDA0B711FE61,"Fujitsu Lifebook P1620",402,2,1,118,0,0,Intel Core 2 Duo U7600,1197,"unknown",20080306,A0B7,VGA,"VGA, Intel Graphics Media Accelerator 950, VESA (BIOS)"," ","Eric Rucker <bhtooefr@bhtooefr.org>"
UIDCB37DC92B,"P55C clone",403,25,8,82,4,5,Intel Pentium with MMX,166,"Copyright (C) 1984-98, Award Software, Inc. (10/21/98, rev. 0)",19981021,CB37,VGA,"VGA, VESA, 256kb Video Memory (BIOS)","Home-built, P166MMX/GA586HX/Riva128/MaxiSound64HS/GUS/DB60XG","Michael Huth"
UID46F5D5F77,"TEX's Socket 7 DOS machine",416,3,3,88,1,1,AMD K6-III+ (0.18u),500,"war,Copyright (C) 1984-98, Award Software, Inc. (05/14/98, rev. 0)",19980514,46F5,VGA,"VGA, S3 86c868/86c968 PCI, VESA, 256kb Video Memory (BIOS)","www.vogons.org/viewtopic.php?f=25&t=41586","carlostex [vogons.org]"
UID39A1149D6B,"Neoware CA21",422,3,2,112,2,1,VIA (CentaurHauls),800,"Copyright (C) 2003, Phoenix Technologies, LTD (08/17/06, rev. 0)",20060817,39A1,VGA,"VGA, VESA, 256kb Video Memory (BIOS)"," ","ChuckG (VCF)"
UIDB9B7B0294,"VIA Epia N10000G Motherboard",425,2,1,112,0,1,VIA Luke CoreFusion,1000,"es, Ltd. Phoenix T.Copyright (C) 2005, Phoenix Technologies, LTD",20051110,B9B7,VGA,"S3 UniChrome Pro"," ","Compgeke (VCF)"
UID530C8933F,"IDT WinChip Clone",426,17,7,98,3,5,IDT/Centaur Tech. WinChip C6 (C6-PSME200GA),200,"Copyright (C) 1984-98, Award Software, Inc. (06/02/98, rev. 0)",19980602,530C,VGA,"ATI Rage Pro 128 (32MB)","VIA MVP3 Chipset, 256MB SDRAM at 66MHz, Chaintech 5AGM2-E150 Motherboard","High Treason (HighTreason610)"
UIDB4B717D48B,"Compaq Deskpro ENP (1.3GHz Celeron)",432,1,5,110,6,2,Celeron,1295,"(C)Copyright COMPAQ Computer Corporation 1982,2000 (08/22/99, rev. 0)",19990822,B4B7,VGA,"VGA, VESA, 256kb Video Memory (BIOS)","Upgraded with a 1.3GHz slocket Celeron","ChuckG (VCF)"
UIDA46812C3C1,"Celeron Tualatin clone",434,1,2,113,4,5,Celeron Tualatin,1103,"Copyright (C) 1984-2001, Award Software, Inc. (12/03/01, rev. 0)",20011203,A468,VGA,"VGA, S3 unknown, VESA, 512kb Video Memory, 32768kb Video Memory"," "," "
UIDCEFBCB197,"Athlon 4400+ @ 2.2GHz clone",435,0,0,110,0,0,Athlon 4400+,2200,"Copyright (C) 2003, Phoenix Technologies, LTD (05/30/06, rev. 0)",20060530,CEFB,VGA," "," ","trixter@oldskool.org"
UIDAC7BA29,"Toshiba Portege 7140CT",437,5,5,102,0,5,Intel Pentium III E,500,"(c) COPYRIGHT 1990,99 Toshiba Corporation.ALL RIGHTS RESERVED.  (12/29/99, rev. 0)",19991229,AC7B,VGA,"Trident Cyberblade E4-128"," ","Compgeke"
UID636914E23,"P3 clone",449,5,5,96,1,1,Intel Pentium III,500,"Copyright (C) 1984-99, Award Software, Inc. (06/28/00, rev. 0)",20000628,6369,VGA,"Matrox Millenium G200","440BX chipset","b44ccd21 (VCF)"
